Proc. Licitatório;Proc. Administrativo;Modalidade;Exercício;N° Mod.;Situação;Data Abert. Propost.;Hora Abert. Propost.;Valor Previsto;Valor Total Licitação;Objeto;Data do Edital;Data Encerramento;Carona;Reg. Preço;Prazo de Entrega/Início;Artigo/Inciso;Data Inicio Proposta;Data Fim Proposta
000010/24;010;DISPENSA;24;3;Homologada  ;01/02/2024;09:00;46.612,20;42.000,00;Aquisição de carteiras / conjuntos escolares, para atender as necessidades da Rede Municipal de Ensino do Município de Riolândia-SP, conforme especifi;12/01/2024;01/02/2024;;N;;Art. 75, II, Lei 14.133/2021;;
000009/24;009;PREGÃO PRESENCIAL;24;2;Homologada  ;20/02/2024;08:30;130.499,40;119.900,00;Registro de Preço de clínica veterinária ou hospital veterinário, para realização de serviço especializado de esterilização de animais machos e fêmeas;25/01/2024;20/02/2024;;S;26/02/2025;;;
000008/24;008;DISPENSA;24;2;Homologada  ;26/01/2024;08:00;51.700,00;49.300,00;contratação de serviços de termonebulização espacial (fumacê) e termonebulização em toda a rede esgoto do Município de Riolândia-SP, compreendendo as ;16/01/2024;26/01/2024;;N;;Art. 75, II, Lei 14.133/2021;;
000007/24;007;PREGÃO PRESENCIAL;24;1;Homologada  ;08/02/2024;08:30;830.678,56;531.138,46;Registro de Preço para eventuais aquisições de gêneros de consumo, utensílios e equipamentos, para atendimento às necessidades de diversos setores da ;19/01/2024;08/02/2024;;S;20/02/2025;;;
000006/24;006;CONCORRÊNCIA;24;1;Homologada  ;08/02/2024;08:30;780.482,61;726.406,00;Contratação de empresa especializada em execução de obras de recapeamento asfáltico, para realização em vias do Municipio de Riolândia/SP, com forneci;15/01/2024;19/02/2024;;N;;;;
000005/24;005;DISPENSA;24;1;Homologada  ;12/01/2024;09:00;27.975,00;0,00;Contratação de empresa especializada na prestação de serviços de planejamento e execução de Concurso Público e Processo Seletivo Simplificado, para pr;03/01/2024;12/01/2024;;N;;Art. 75, II, Lei 14.133/2021;;
000004/24;004;DISPENSA;24;1;Homologada  ;15/02/2024;08:30;778.644,00;778.638,00;Aquisição de gêneros alimentícios diretamente da agricultura familiar e do empreendedor familiar rural, destinados a merenda escolar do Município de R;11/01/2024;15/02/2024;;N;;Chamada Publica - Lei Federal 11.947/2009;;
000003/24;003;INEXIGIBILIDADE;24;3;Homologada  ;10/01/2024;08:00;95.000,00;95.000,00;Contratação de profissional do setor artístico para realização de show para as festividades do Aniversário do Município de Riolândia-SP, que ocorrerá ;03/01/2024;10/01/2024;;N;;Art. 74, II, Lei 14.133/2021;;
000002/24;002;INEXIGIBILIDADE;24;2;Homologada  ;09/01/2024;08:00;75.000,00;75.000,00;Contratação de profissional do setor artístico para realização de show para as festividades do Aniversário do Município de Riolândia-SP, que ocorrerá ;03/01/2024;09/01/2024;;N;;Art. 74, II, Lei 14.133/2021;;
000001/24;001;INEXIGIBILIDADE;24;1;Homologada  ;09/01/2024;13:00;630.000,00;630.000,00;Contratação de profissional do setor artístico para realização de show para as festividades do Aniversário do Município de Riolândia-SP, que ocorrerá ;03/01/2024;09/01/2024;;N;;Art. 74, II, Lei 14.133/2021;;
