Empenho;Tipo;Data;CPF/CNPJ;Valor Anulado;Valor Empenhado;Valor Liquidado;Valor Pago;Natureza;Proc. Licitatório;Modalidade;Ano_Empenho;Empenho Líquido
9730,0;OR;15/08/2023;39.675.968/0001-53;0,0;449,94;449,94;449,94;3.3.90.30.17;000045/23;PREGÃO PRESENCIAL;2023;449,94
9731,0;OR;15/08/2023;14.842.543/0001-60;0,0;258,8;258,8;258,8;3.3.90.30.07;000054/23;PREGÃO PRESENCIAL;2023;258,8
9732,0;OR;15/08/2023;14.842.543/0001-60;0,0;226,45;226,45;226,45;3.3.90.30.07;000054/23;PREGÃO PRESENCIAL;2023;226,45
9733,0;OR;15/08/2023;01.140.868/0001-50;0,0;13860,0;13860,0;13860,0;3.3.90.32.03;000013/23;PREGÃO PRESENCIAL;2023;13860,0
9734,0;OR;15/08/2023;14.842.543/0001-60;0,0;139,5;139,5;0,0;3.3.90.30.07;000105/22;PREGÃO PRESENCIAL;2023;139,5
9735,0;OR;15/08/2023;14.842.543/0001-60;0,0;556,7;556,7;0,0;3.3.90.30.07;000105/22;PREGÃO PRESENCIAL;2023;556,7
9736,0;OR;15/08/2023;14.842.543/0001-60;0,0;941,5;941,5;0,0;3.3.90.30.07;000105/22;PREGÃO PRESENCIAL;2023;941,5
9737,0;OR;15/08/2023;14.842.543/0001-60;0,0;1471,5;1471,5;0,0;3.3.90.30.07;000105/22;PREGÃO PRESENCIAL;2023;1471,5
9738,0;OR;15/08/2023;16.733.338/0001-92;0,0;180,0;180,0;0,0;3.3.90.39.99;000135/22;PREGÃO PRESENCIAL;2023;180,0
9739,0;OR;15/08/2023;18.426.259/0001-64;0,0;908,6;908,6;908,6;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;908,6
9740,0;OR;15/08/2023;18.426.259/0001-64;0,0;177,0;177,0;177,0;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;177,0
9741,0;OR;15/08/2023;18.426.259/0001-64;0,0;318,6;318,6;318,6;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;318,6
9742,0;OR;15/08/2023;18.426.259/0001-64;0,0;212,4;212,4;212,4;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;212,4
9743,0;OR;15/08/2023;18.426.259/0001-64;0,0;82,6;82,6;82,6;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;82,6
9744,0;OR;15/08/2023;14.842.543/0001-60;0,0;1990,83;1990,83;0,0;3.3.90.30.07;000084/22;PREGÃO PRESENCIAL;2023;1990,83
9748,0;OR;15/08/2023;33.937.002/0001-60;0,0;9500,0;9500,0;9500,0;4.4.90.52.35;000065/23;PREGÃO PRESENCIAL;2023;9500,0
9749,0;GL;15/08/2023;17.873.616/0001-70;0,0;11718,2;11718,2;11718,2;4.4.90.52.34;000065/23;PREGÃO PRESENCIAL;2023;11718,2
9750,0;GL;15/08/2023;04.470.103/0001-76;0,0;13000,0;13000,0;13000,0;4.4.90.52.08;000065/23;PREGÃO PRESENCIAL;2023;13000,0
9751,0;GL;15/08/2023;36.280.156/0001-10;0,0;2711,0;2711,0;2711,0;4.4.90.52.42;000065/23;PREGÃO PRESENCIAL;2023;2711,0
9752,0;GL;15/08/2023;39.675.968/0001-53;0,0;7625,0;7625,0;7625,0;4.4.90.52.08;000065/23;PREGÃO PRESENCIAL;2023;7625,0
9753,0;GL;15/08/2023;36.280.156/0001-10;0,0;14173,0;14173,0;14173,0;4.4.90.52.08;000065/23;PREGÃO PRESENCIAL;2023;14173,0
9754,0;GL;15/08/2023;23.950.533/0001-30;0,0;1812,0;1812,0;1812,0;4.4.90.52.42;000065/23;PREGÃO PRESENCIAL;2023;1812,0
9755,0;GL;15/08/2023;44.199.665/0001-41;0,0;900,0;900,0;900,0;4.4.90.52.34;000065/23;PREGÃO PRESENCIAL;2023;900,0
9756,0;GL;15/08/2023;13.777.435/0001-99;0,0;2072,0;2072,0;2072,0;4.4.90.52.42;000065/23;PREGÃO PRESENCIAL;2023;2072,0
9757,0;GL;15/08/2023;13.777.435/0001-99;0,0;10416,0;10416,0;10416,0;4.4.90.52.34;000065/23;PREGÃO PRESENCIAL;2023;10416,0
9758,0;GL;15/08/2023;39.675.968/0001-53;0,0;12705,0;12705,0;12705,0;4.4.90.52.35;000065/23;PREGÃO PRESENCIAL;2023;12705,0
9759,0;GL;15/08/2023;40.934.006/0001-50;-1486,85;1486,85;0,0;0,0;4.4.90.52.12;000065/23;PREGÃO PRESENCIAL;2023;2973,7
9759,0;AN;05/12/2023;40.934.006/0001-50;1486,85;-1486,85;0,0;0,0;4.4.90.52.12;000065/23;PREGÃO PRESENCIAL;2023;-2973,7
9760,0;AN;14/09/2023;55.979.736/0001-45;18400,0;-9200,0;0,0;0,0;4.4.90.52.08;000065/23;PREGÃO PRESENCIAL;2023;-27600,0
9760,0;GL;15/08/2023;55.979.736/0001-45;-9200,0;18400,0;9200,0;9200,0;4.4.90.52.08;000065/23;PREGÃO PRESENCIAL;2023;27600,0
9761,0;GL;15/08/2023;49.014.354/0001-84;0,0;6696,0;6696,0;6696,0;4.4.90.52.42;000065/23;PREGÃO PRESENCIAL;2023;6696,0
9762,0;GL;15/08/2023;30.522.695/0001-32;0,0;1670,0;1670,0;1670,0;4.4.90.52.08;000065/23;PREGÃO PRESENCIAL;2023;1670,0
9763,0;GL;15/08/2023;21.971.041/0001-03;0,0;1100,0;1100,0;1100,0;4.4.90.52.08;000065/23;PREGÃO PRESENCIAL;2023;1100,0
9764,0;GL;15/08/2023;13.482.516/0001-61;0,0;10455,0;10455,0;10455,0;4.4.90.52.34;000065/23;PREGÃO PRESENCIAL;2023;10455,0
9765,0;GL;15/08/2023;049.XXX.XXX-92;-200,0;8000,0;7800,0;7800,0;3.3.90.36.15;000081/23;DISPENSA;2023;8200,0
9765,0;AN;29/12/2023;049.XXX.XXX-92;8000,0;-200,0;0,0;0,0;3.3.90.36.15;000081/23;DISPENSA;2023;-8200,0
9766,0;OR;16/08/2023;16.733.338/0001-92;0,0;180,0;180,0;0,0;3.3.90.39.99;000135/22;PREGÃO PRESENCIAL;2023;180,0
9767,0;OR;16/08/2023;30.269.671/0001-13;0,0;328,0;328,0;328,0;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;328,0
9768,0;OR;16/08/2023;30.269.671/0001-13;0,0;656,0;656,0;656,0;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;656,0
9769,0;OR;16/08/2023;30.269.671/0001-13;0,0;656,0;656,0;656,0;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;656,0
9770,0;OR;16/08/2023;30.269.671/0001-13;0,0;1642,95;1642,95;1642,95;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;1642,95
9771,0;OR;16/08/2023;30.269.671/0001-13;0,0;3287,54;3287,54;3287,54;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;3287,54
9772,0;OR;16/08/2023;14.842.543/0001-60;0,0;4032,7;4032,7;0,0;3.3.90.30.07;000044/23;PREGÃO PRESENCIAL;2023;4032,7
9773,0;OR;16/08/2023;14.842.543/0001-60;0,0;258,8;258,8;258,8;3.3.90.30.07;000054/23;PREGÃO PRESENCIAL;2023;258,8
9774,0;OR;16/08/2023;14.842.543/0001-60;0,0;1553,7;1553,7;0,0;3.3.90.30.07;000044/23;PREGÃO PRESENCIAL;2023;1553,7
9775,0;OR;16/08/2023;14.842.543/0001-60;0,0;5580,85;5580,85;0,0;3.3.90.30.07;000044/23;PREGÃO PRESENCIAL;2023;5580,85
9776,0;OR;16/08/2023;14.842.543/0001-60;0,0;1688,5;1688,5;0,0;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;1688,5
9777,0;OR;16/08/2023;14.842.543/0001-60;0,0;3809,45;3809,45;0,0;3.3.90.30.07;000044/23;PREGÃO PRESENCIAL;2023;3809,45
9778,0;OR;16/08/2023;14.842.543/0001-60;0,0;258,8;258,8;0,0;3.3.90.30.07;000054/23;PREGÃO PRESENCIAL;2023;258,8
9779,0;OR;16/08/2023;14.842.543/0001-60;0,0;570,0;570,0;0,0;3.3.90.32.03;000068/23;PREGÃO PRESENCIAL;2023;570,0
9780,0;OR;16/08/2023;14.842.543/0001-60;0,0;517,6;517,6;0,0;3.3.90.30.07;000054/23;PREGÃO PRESENCIAL;2023;517,6
9781,0;OR;16/08/2023;14.842.543/0001-60;0,0;570,0;570,0;0,0;3.3.90.32.03;000068/23;PREGÃO PRESENCIAL;2023;570,0
9782,0;OR;16/08/2023;14.842.543/0001-60;0,0;905,8;905,8;905,8;3.3.90.30.07;000054/23;PREGÃO PRESENCIAL;2023;905,8
9783,0;OR;16/08/2023;14.842.543/0001-60;0,0;36,48;36,48;36,48;3.3.90.30.07;000084/22;PREGÃO PRESENCIAL;2023;36,48
9784,0;OR;16/08/2023;14.842.543/0001-60;0,0;102,0;102,0;0,0;3.3.90.30.07;000054/23;PREGÃO PRESENCIAL;2023;102,0
9785,0;OR;16/08/2023;14.842.543/0001-60;0,0;66,25;66,25;66,25;3.3.90.30.07;000084/22;PREGÃO PRESENCIAL;2023;66,25
9786,0;OR;16/08/2023;14.842.543/0001-60;0,0;102,0;102,0;0,0;3.3.90.30.07;000054/23;PREGÃO PRESENCIAL;2023;102,0
9787,0;OR;16/08/2023;14.842.543/0001-60;0,0;9,77;9,77;9,77;3.3.90.30.07;000084/22;PREGÃO PRESENCIAL;2023;9,77
9788,0;OR;16/08/2023;14.842.543/0001-60;0,0;84,96;84,96;84,96;3.3.90.30.07;000084/22;PREGÃO PRESENCIAL;2023;84,96
9789,0;OR;16/08/2023;14.842.543/0001-60;0,0;306,0;306,0;0,0;3.3.90.30.07;000054/23;PREGÃO PRESENCIAL;2023;306,0
9790,0;OR;16/08/2023;14.842.543/0001-60;0,0;94,31;94,31;0,0;3.3.90.30.07;000054/23;PREGÃO PRESENCIAL;2023;94,31
9791,0;OR;16/08/2023;14.842.543/0001-60;0,0;823,6;823,6;0,0;3.3.90.30.07;000054/23;PREGÃO PRESENCIAL;2023;823,6
9792,0;OR;16/08/2023;14.842.543/0001-60;0,0;383,75;383,75;383,75;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;383,75
9793,0;OR;16/08/2023;14.842.543/0001-60;0,0;231,4;231,4;0,0;3.3.90.30.07;000054/23;PREGÃO PRESENCIAL;2023;231,4
9794,0;OR;16/08/2023;14.842.543/0001-60;0,0;398,1;398,1;0,0;3.3.90.30.07;000054/23;PREGÃO PRESENCIAL;2023;398,1
9795,0;OR;16/08/2023;14.842.543/0001-60;0,0;383,75;383,75;0,0;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;383,75
9796,0;OR;16/08/2023;14.842.543/0001-60;0,0;921,0;921,0;0,0;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;921,0
9797,0;OR;16/08/2023;14.842.543/0001-60;0,0;808,75;808,75;0,0;3.3.90.30.07;000054/23;PREGÃO PRESENCIAL;2023;808,75
9799,0;OR;16/08/2023;14.842.543/0001-60;0,0;517,6;517,6;0,0;3.3.90.30.07;000054/23;PREGÃO PRESENCIAL;2023;517,6
9800,0;OR;16/08/2023;14.842.543/0001-60;0,0;808,75;808,75;0,0;3.3.90.30.07;000054/23;PREGÃO PRESENCIAL;2023;808,75
9801,0;OR;16/08/2023;14.842.543/0001-60;0,0;194,1;194,1;0,0;3.3.90.30.07;000054/23;PREGÃO PRESENCIAL;2023;194,1
9806,0;OR;17/08/2023;30.269.671/0001-13;0,0;660,92;660,92;660,92;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;660,92
9807,0;OR;17/08/2023;39.675.968/0001-53;0,0;3618,14;3618,14;3618,14;3.3.90.30.17;000061/23;PREGÃO PRESENCIAL;2023;3618,14
9808,0;OR;17/08/2023;30.269.671/0001-13;0,0;657,97;657,97;657,97;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;657,97
9809,0;OR;17/08/2023;39.675.968/0001-53;0,0;1207,0;1207,0;1207,0;3.3.90.30.17;000061/23;PREGÃO PRESENCIAL;2023;1207,0
9810,0;OR;17/08/2023;39.675.968/0001-53;0,0;1181,64;1181,64;1181,64;3.3.90.30.17;000061/23;PREGÃO PRESENCIAL;2023;1181,64
9811,0;OR;17/08/2023;30.269.671/0001-13;0,0;328,0;328,0;328,0;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;328,0
9812,0;OR;17/08/2023;39.675.968/0001-53;0,0;3052,24;3052,24;3052,24;3.3.90.30.17;000061/23;PREGÃO PRESENCIAL;2023;3052,24
9813,0;OR;17/08/2023;30.269.671/0001-13;0,0;1640,0;1640,0;1640,0;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;1640,0
9815,0;OR;17/08/2023;39.675.968/0001-53;0,0;3915,92;3915,92;3915,92;3.3.90.30.17;000061/23;PREGÃO PRESENCIAL;2023;3915,92
9816,0;OR;17/08/2023;16.733.338/0001-92;0,0;766,0;766,0;0,0;3.3.90.39.99;000135/22;PREGÃO PRESENCIAL;2023;766,0
9817,0;OR;17/08/2023;10.518.315/0001-89;0,0;949,0;949,0;0,0;3.3.90.39.12;000081/22;DISPENSA;2023;949,0
9820,0;OR;17/08/2023;16.733.338/0001-92;0,0;180,0;180,0;0,0;3.3.90.39.99;000135/22;PREGÃO PRESENCIAL;2023;180,0
9822,0;OR;18/08/2023;05.825.127/0001-63;0,0;315,0;315,0;315,0;3.3.90.30.07;000066/23;PREGÃO PRESENCIAL;2023;315,0
9823,0;OR;18/08/2023;05.417.358/0001-38;0,0;853,73;853,73;853,73;3.3.90.30.16;000091/22;PREGÃO PRESENCIAL;2023;853,73
9824,0;OR;18/08/2023;07.187.946/0001-58;0,0;1947,62;1947,62;1947,62;3.3.90.30.14;000009/23;PREGÃO PRESENCIAL;2023;1947,62
9825,0;OR;18/08/2023;05.825.127/0001-63;0,0;450,0;450,0;450,0;3.3.90.30.07;000066/23;PREGÃO PRESENCIAL;2023;450,0
9826,0;OR;18/08/2023;07.187.946/0001-58;0,0;1367,57;1367,57;1367,57;3.3.90.30.14;000009/23;PREGÃO PRESENCIAL;2023;1367,57
9827,0;OR;18/08/2023;05.825.127/0001-63;0,0;3780,0;3780,0;3780,0;3.3.90.30.07;000066/23;PREGÃO PRESENCIAL;2023;3780,0
9828,0;OR;18/08/2023;14.842.543/0001-60;0,0;1710,0;1710,0;0,0;3.3.90.32.03;000068/23;PREGÃO PRESENCIAL;2023;1710,0
9829,0;OR;18/08/2023;05.825.127/0001-63;0,0;360,0;360,0;360,0;3.3.90.30.07;000066/23;PREGÃO PRESENCIAL;2023;360,0
9830,0;OR;18/08/2023;05.825.127/0001-63;0,0;450,0;450,0;450,0;3.3.90.30.07;000066/23;PREGÃO PRESENCIAL;2023;450,0
9831,0;OR;18/08/2023;05.825.127/0001-63;0,0;1440,0;1440,0;1440,0;3.3.90.30.07;000066/23;PREGÃO PRESENCIAL;2023;1440,0
9832,0;OR;18/08/2023;05.417.358/0001-38;0,0;3449,12;3449,12;3449,12;3.3.90.30.16;000091/22;PREGÃO PRESENCIAL;2023;3449,12
9833,0;OR;18/08/2023;31.130.942/0001-18;0,0;54,0;54,0;54,0;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;54,0
9834,0;OR;18/08/2023;01.140.868/0001-50;0,0;9837,5;9837,5;9837,5;3.3.90.30.36;000114/22;PREGÃO PRESENCIAL;2023;9837,5
9835,0;OR;18/08/2023;31.130.942/0001-18;0,0;115,5;115,5;115,5;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;115,5
9836,0;OR;18/08/2023;31.130.942/0001-18;0,0;120,9;120,9;120,9;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;120,9
9838,0;OR;18/08/2023;31.130.942/0001-18;0,0;86,4;86,4;86,4;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;86,4
9840,0;OR;18/08/2023;31.130.942/0001-18;0,0;16,2;16,2;16,2;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;16,2
9842,0;OR;18/08/2023;07.187.946/0001-58;0,0;1914,0;1914,0;1914,0;3.3.90.30.14;000009/23;PREGÃO PRESENCIAL;2023;1914,0
9843,0;OR;18/08/2023;07.187.946/0001-58;0,0;5660,12;5660,12;5660,12;3.3.90.30.14;000009/23;PREGÃO PRESENCIAL;2023;5660,12
9856,0;OR;21/08/2023;14.842.543/0001-60;0,0;645,99;645,99;645,99;3.3.90.30.07;000084/22;PREGÃO PRESENCIAL;2023;645,99
9857,0;OR;21/08/2023;39.675.968/0001-53;0,0;75,0;75,0;0,0;3.3.90.30.17;000045/23;PREGÃO PRESENCIAL;2023;75,0
9858,0;OR;21/08/2023;14.842.543/0001-60;0,0;540,68;540,68;0,0;3.3.90.30.07;000084/22;PREGÃO PRESENCIAL;2023;540,68
9859,0;OR;21/08/2023;14.842.543/0001-60;0,0;475,24;475,24;475,24;3.3.90.30.07;000084/22;PREGÃO PRESENCIAL;2023;475,24
9860,0;OR;21/08/2023;58.302.506/0001-35;0,0;770,0;770,0;770,0;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;770,0
9861,0;OR;21/08/2023;58.302.506/0001-35;0,0;1925,0;1925,0;1925,0;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;1925,0
9862,0;OR;21/08/2023;58.302.506/0001-35;0,0;385,0;385,0;385,0;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;385,0
9864,0;OR;21/08/2023;58.302.506/0001-35;0,0;3850,0;3850,0;3850,0;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;3850,0
9865,0;OR;21/08/2023;01.140.868/0001-50;0,0;11200,0;11200,0;11200,0;3.3.90.32.03;000013/23;PREGÃO PRESENCIAL;2023;11200,0
9866,0;OR;21/08/2023;58.302.506/0001-35;0,0;770,0;770,0;770,0;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;770,0
9867,0;OR;21/08/2023;01.140.868/0001-50;0,0;5492,0;5492,0;0,0;3.3.90.30.22;000013/23;PREGÃO PRESENCIAL;2023;5492,0
9868,0;OR;21/08/2023;20.103.642/0001-23;0,0;860,0;860,0;0,0;3.3.90.39.19;000089/22;MAT / SERV - CONVITE;2023;860,0
9869,0;OR;21/08/2023;20.103.642/0001-23;0,0;1360,0;1360,0;0,0;3.3.90.39.19;000089/22;MAT / SERV - CONVITE;2023;1360,0
9870,0;OR;21/08/2023;20.103.642/0001-23;0,0;1060,0;1060,0;0,0;3.3.90.39.19;000089/22;MAT / SERV - CONVITE;2023;1060,0
9871,0;OR;21/08/2023;20.103.642/0001-23;0,0;2610,0;2610,0;0,0;3.3.90.39.19;000089/22;MAT / SERV - CONVITE;2023;2610,0
9872,0;OR;21/08/2023;20.103.642/0001-23;0,0;1750,0;1750,0;0,0;3.3.90.39.19;000089/22;MAT / SERV - CONVITE;2023;1750,0
9873,0;OR;21/08/2023;33.589.305/0001-30;0,0;3726,8;3726,8;3726,8;3.3.90.30.36;000114/22;PREGÃO PRESENCIAL;2023;3726,8
9874,0;OR;21/08/2023;20.103.642/0001-23;0,0;6234,0;6234,0;0,0;3.3.90.30.19;000089/22;MAT / SERV - CONVITE;2023;6234,0
9875,0;OR;21/08/2023;33.589.305/0001-30;0,0;4760,55;4760,55;4760,55;3.3.90.30.36;000114/22;PREGÃO PRESENCIAL;2023;4760,55
9876,0;OR;21/08/2023;33.589.305/0001-30;0,0;3356,0;3356,0;3356,0;3.3.90.30.36;000114/22;PREGÃO PRESENCIAL;2023;3356,0
9878,0;OR;21/08/2023;33.589.305/0001-30;0,0;3971,2;3971,2;3971,2;3.3.90.30.36;000114/22;PREGÃO PRESENCIAL;2023;3971,2
9879,0;OR;21/08/2023;33.589.305/0001-30;0,0;2375,86;2375,86;2375,86;3.3.90.30.36;000114/22;PREGÃO PRESENCIAL;2023;2375,86
9880,0;OR;21/08/2023;33.589.305/0001-30;0,0;763,49;763,49;763,49;3.3.90.30.36;000114/22;PREGÃO PRESENCIAL;2023;763,49
9890,0;OR;21/08/2023;39.675.968/0001-53;0,0;180,0;180,0;180,0;3.3.90.30.36;000065/23;PREGÃO PRESENCIAL;2023;180,0
9899,0;OR;22/08/2023;01.140.868/0001-50;0,0;13820,0;13820,0;0,0;3.3.90.30.22;000013/23;PREGÃO PRESENCIAL;2023;13820,0
9904,0;OR;22/08/2023;18.426.259/0001-64;0,0;82,6;82,6;82,6;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;82,6
9905,0;OR;22/08/2023;18.426.259/0001-64;0,0;212,4;212,4;212,4;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;212,4
9906,0;OR;22/08/2023;18.426.259/0001-64;0,0;177,0;177,0;177,0;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;177,0
9908,0;OR;22/08/2023;18.426.259/0001-64;0,0;318,6;318,6;318,6;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;318,6
9909,0;OR;22/08/2023;18.426.259/0001-64;0,0;908,6;908,6;908,6;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;908,6
9910,0;OR;22/08/2023;31.130.942/0001-18;0,0;33,0;33,0;33,0;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;33,0
9911,0;OR;22/08/2023;31.130.942/0001-18;0,0;254,4;254,4;254,4;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;254,4
9913,0;OR;22/08/2023;31.130.942/0001-18;0,0;176,6;176,6;176,6;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;176,6
9914,0;OR;22/08/2023;31.130.942/0001-18;0,0;158,2;158,2;158,2;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;158,2
9915,0;OR;22/08/2023;31.130.942/0001-18;0,0;366,2;366,2;366,2;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;366,2
9917,0;OR;22/08/2023;16.834.600/0001-95;0,0;1072,14;1072,14;1072,14;3.3.90.30.07;000146/22;DISPENSA;2023;1072,14
9918,0;OR;22/08/2023;16.834.600/0001-95;0,0;1946,12;1946,12;1946,12;3.3.90.30.07;000146/22;DISPENSA;2023;1946,12
9919,0;OR;22/08/2023;16.834.600/0001-95;0,0;1681,48;1681,48;1681,48;3.3.90.30.07;000146/22;DISPENSA;2023;1681,48
9920,0;OR;22/08/2023;16.834.600/0001-95;0,0;6435,41;6435,41;6435,41;3.3.90.30.07;000146/22;DISPENSA;2023;6435,41
9921,0;OR;22/08/2023;16.834.600/0001-95;0,0;424,5;424,5;424,5;3.3.90.30.07;000146/22;DISPENSA;2023;424,5
9922,0;OR;22/08/2023;30.269.671/0001-13;0,0;3280,0;3280,0;3280,0;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;3280,0
9929,0;OR;24/08/2023;39.675.968/0001-53;0,0;4764,37;4764,37;4764,37;3.3.90.30.17;000061/23;PREGÃO PRESENCIAL;2023;4764,37
9930,0;OR;24/08/2023;39.675.968/0001-53;0,0;3599,48;3599,48;3599,48;3.3.90.30.17;000061/23;PREGÃO PRESENCIAL;2023;3599,48
9931,0;OR;24/08/2023;30.269.671/0001-13;0,0;1640,0;1640,0;1640,0;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;1640,0
9932,0;OR;24/08/2023;30.269.671/0001-13;0,0;3280,0;3280,0;3280,0;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;3280,0
9933,0;OR;24/08/2023;39.675.968/0001-53;0,0;1590,21;1590,21;1590,21;3.3.90.30.17;000045/23;PREGÃO PRESENCIAL;2023;1590,21
9934,0;OR;24/08/2023;30.269.671/0001-13;0,0;328,0;328,0;328,0;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;328,0
9935,0;OR;24/08/2023;30.269.671/0001-13;0,0;656,0;656,0;656,0;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;656,0
9936,0;OR;24/08/2023;30.269.671/0001-13;0,0;656,0;656,0;656,0;3.3.90.30.07;000026/23;PREGÃO PRESENCIAL;2023;656,0
9937,0;OR;24/08/2023;39.675.968/0001-53;0,0;2441,25;2441,25;2441,25;3.3.90.30.17;000061/23;PREGÃO PRESENCIAL;2023;2441,25
9938,0;OR;24/08/2023;14.842.543/0001-60;0,0;823,6;823,6;0,0;3.3.90.30.07;000054/23;PREGÃO PRESENCIAL;2023;823,6
9939,0;OR;24/08/2023;14.842.543/0001-60;0,0;195,7;195,7;0,0;3.3.90.30.07;000054/23;PREGÃO PRESENCIAL;2023;195,7
9940,0;OR;24/08/2023;14.842.543/0001-60;0,0;398,1;398,1;0,0;3.3.90.30.07;000054/23;PREGÃO PRESENCIAL;2023;398,1
9941,0;OR;24/08/2023;14.842.543/0001-60;0,0;462,8;462,8;0,0;3.3.90.30.07;000054/23;PREGÃO PRESENCIAL;2023;462,8
9942,0;OR;24/08/2023;14.842.543/0001-60;0,0;241,6;241,6;0,0;3.3.90.30.07;000054/23;PREGÃO PRESENCIAL;2023;241,6
9943,0;OR;24/08/2023;14.842.543/0001-60;0,0;3130,3;3130,3;0,0;3.3.90.30.07;000105/22;PREGÃO PRESENCIAL;2023;3130,3
9944,0;OR;24/08/2023;14.842.543/0001-60;0,0;1592,65;1592,65;0,0;3.3.90.30.07;000105/22;PREGÃO PRESENCIAL;2023;1592,65
9945,0;OR;24/08/2023;14.842.543/0001-60;0,0;172,6;172,6;172,6;3.3.90.30.07;000084/22;PREGÃO PRESENCIAL;2023;172,6
9946,0;OR;24/08/2023;14.842.543/0001-60;0,0;641,91;641,91;0,0;3.3.90.30.07;000105/22;PREGÃO PRESENCIAL;2023;641,91
9947,0;OR;24/08/2023;14.842.543/0001-60;0,0;1102,32;1102,32;0,0;3.3.90.30.07;000105/22;PREGÃO PRESENCIAL;2023;1102,32
9948,0;OR;24/08/2023;14.842.543/0001-60;0,0;296,43;296,43;296,43;3.3.90.30.07;000084/22;PREGÃO PRESENCIAL;2023;296,43
9949,0;OR;24/08/2023;14.842.543/0001-60;0,0;270,81;270,81;270,81;3.3.90.30.07;000105/22;PREGÃO PRESENCIAL;2023;270,81
9950,0;OR;24/08/2023;14.842.543/0001-60;0,0;463,2;463,2;0,0;3.3.90.30.07;000054/23;PREGÃO PRESENCIAL;2023;463,2
9951,0;OR;24/08/2023;14.842.543/0001-60;0,0;462,8;462,8;0,0;3.3.90.30.07;000054/23;PREGÃO PRESENCIAL;2023;462,8
9953,0;OR;24/08/2023;14.842.543/0001-60;0,0;154,27;154,27;154,27;3.3.90.30.07;000084/22;PREGÃO PRESENCIAL;2023;154,27
9955,0;OR;25/08/2023;05.159.591/0001-68;0,0;285,6;285,6;285,6;3.3.90.30.09;000060/23;PREGÃO PRESENCIAL;2023;285,6
9956,0;OR;25/08/2023;05.159.591/0001-68;0,0;2,4;2,4;2,4;3.3.90.30.09;000060/23;PREGÃO PRESENCIAL;2023;2,4
9957,0;OR;25/08/2023;10.558.895/0001-38;0,0;750,0;750,0;750,0;3.3.90.30.24;000136/22;PREGÃO PRESENCIAL;2023;750,0
9958,0;OR;25/08/2023;47.519.251/0001-40;0,0;1500,0;1500,0;1500,0;3.3.90.30.24;000136/22;PREGÃO PRESENCIAL;2023;1500,0
9959,0;OR;25/08/2023;05.159.591/0001-68;0,0;2776,3;2776,3;0,0;3.3.90.30.09;000060/23;PREGÃO PRESENCIAL;2023;2776,3
9960,0;OR;25/08/2023;47.519.251/0001-40;0,0;1500,0;1500,0;1500,0;3.3.90.30.24;000136/22;PREGÃO PRESENCIAL;2023;1500,0
