Empenho;Tipo;Data;CPF/CNPJ;Valor Anulado;Valor Empenhado;Valor Liquidado;Valor Pago;Natureza;Proc. Licitatório;Modalidade;Ano_Empenho;Empenho Líquido
498,0;OR;10/01/2020;04.512.396/0001-07;0,0;340,0;340,0;340,0;3.3.90.30.36;000072/17;PREGÃO PRESENCIAL;2020;340,0
499,0;OR;10/01/2020;04.512.396/0001-07;0,0;3586,5;3586,5;3586,5;3.3.90.39.12;000072/17;PREGÃO PRESENCIAL;2020;3586,5
500,0;OR;10/01/2020;48.066.047/0001-84;0,0;507,04;507,04;507,04;3.3.90.39.90;      /;DISPENSA;2020;507,04
501,0;OR;10/01/2020;08.675.264/0001-57;0,0;1659,8;1659,8;1659,8;3.3.90.30.22;000111/18;PREGÃO PRESENCIAL;2020;1659,8
506,0;OR;10/01/2020;06.291.846/0001-04;0,0;2031,99;2031,99;2031,99;3.3.90.39.99;000037/17;PREGÃO PRESENCIAL;2020;2031,99
509,0;GL;10/01/2020;01.704.233/0001-38;0,0;81968,0;81968,0;81968,0;3.3.90.40.01;000052/18;PREGÃO PRESENCIAL;2020;81968,0
515,0;OR;13/01/2020;07.452.833/0004-85;0,0;91,6;91,6;91,6;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;91,6
516,0;OR;13/01/2020;07.452.833/0004-85;0,0;252,34;252,34;252,34;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;252,34
517,0;OR;13/01/2020;07.452.833/0004-85;0,0;622,41;622,41;622,41;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;622,41
518,0;OR;13/01/2020;07.452.833/0004-85;0,0;103,22;103,22;103,22;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;103,22
519,0;OR;13/01/2020;07.452.833/0004-85;0,0;238,46;238,46;238,46;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;238,46
520,0;OR;13/01/2020;07.452.833/0004-85;0,0;282,66;282,66;282,66;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;282,66
521,0;OR;13/01/2020;07.452.833/0004-85;0,0;933,67;933,67;933,67;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;933,67
522,0;OR;13/01/2020;07.452.833/0004-85;0,0;33,54;33,54;33,54;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;33,54
523,0;OR;13/01/2020;07.452.833/0004-85;0,0;309,6;309,6;309,6;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;309,6
524,0;OR;13/01/2020;07.452.833/0004-85;0,0;428,28;428,28;428,28;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;428,28
525,0;OR;13/01/2020;07.452.833/0004-85;0,0;612,32;612,32;612,32;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;612,32
526,0;OR;13/01/2020;07.452.833/0004-85;0,0;93,42;93,42;93,42;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;93,42
527,0;OR;13/01/2020;07.452.833/0004-85;0,0;620,1;620,1;620,1;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;620,1
528,0;OR;13/01/2020;07.452.833/0004-85;0,0;57,49;57,49;57,49;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;57,49
529,0;OR;13/01/2020;07.452.833/0004-85;0,0;1153,72;1153,72;1153,72;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;1153,72
530,0;OR;13/01/2020;07.452.833/0004-85;0,0;47,09;47,09;47,09;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;47,09
531,0;OR;13/01/2020;07.452.833/0004-85;0,0;864,99;864,99;864,99;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;864,99
532,0;OR;13/01/2020;07.452.833/0004-85;0,0;102,07;102,07;102,07;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;102,07
533,0;OR;13/01/2020;07.452.833/0004-85;0,0;325,3;325,3;325,3;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;325,3
534,0;OR;13/01/2020;07.452.833/0004-85;0,0;508,45;508,45;508,45;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;508,45
535,0;OR;13/01/2020;07.452.833/0004-85;0,0;257,08;257,08;257,08;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;257,08
536,0;OR;13/01/2020;07.452.833/0004-85;0,0;227,66;227,66;227,66;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;227,66
537,0;OR;13/01/2020;07.452.833/0004-85;0,0;171,11;171,11;171,11;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;171,11
538,0;OR;13/01/2020;07.452.833/0004-85;0,0;944,4;944,4;944,4;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;944,4
539,0;OR;13/01/2020;07.452.833/0004-85;0,0;263,04;263,04;263,04;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;263,04
540,0;OR;13/01/2020;07.452.833/0004-85;0,0;454,9;454,9;454,9;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;454,9
541,0;OR;13/01/2020;07.452.833/0004-85;0,0;521,97;521,97;521,97;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;521,97
542,0;OR;13/01/2020;07.452.833/0004-85;0,0;500,77;500,77;500,77;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;500,77
543,0;OR;13/01/2020;07.452.833/0004-85;0,0;587,85;587,85;587,85;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;587,85
544,0;OR;13/01/2020;07.452.833/0004-85;0,0;493,66;493,66;493,66;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;493,66
545,0;OR;13/01/2020;07.452.833/0004-85;0,0;494,88;494,88;494,88;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;494,88
546,0;OR;13/01/2020;07.452.833/0004-85;0,0;756,08;756,08;756,08;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;756,08
547,0;OR;13/01/2020;07.452.833/0004-85;0,0;483,87;483,87;483,87;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;483,87
548,0;OR;13/01/2020;07.452.833/0004-85;0,0;501,42;501,42;501,42;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;501,42
549,0;OR;13/01/2020;07.452.833/0004-85;0,0;871,37;871,37;871,37;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;871,37
550,0;OR;13/01/2020;07.452.833/0004-85;0,0;1095,37;1095,37;1095,37;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;1095,37
551,0;OR;13/01/2020;07.452.833/0004-85;0,0;252,59;252,59;252,59;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;252,59
552,0;OR;13/01/2020;07.452.833/0004-85;0,0;1206,42;1206,42;1206,42;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;1206,42
553,0;OR;13/01/2020;07.452.833/0004-85;0,0;609,84;609,84;609,84;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;609,84
554,0;OR;13/01/2020;07.452.833/0004-85;0,0;1003,74;1003,74;1003,74;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;1003,74
555,0;OR;13/01/2020;07.452.833/0004-85;0,0;549,66;549,66;549,66;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;549,66
556,0;OR;13/01/2020;07.452.833/0004-85;0,0;993,29;993,29;993,29;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;993,29
557,0;OR;13/01/2020;07.452.833/0004-85;0,0;685,55;685,55;685,55;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;685,55
558,0;OR;13/01/2020;16.983.043/0001-74;0,0;4600,0;4600,0;4600,0;3.3.90.39.99;000007/19;MAT / SERV - CONVITE;2020;4600,0
559,0;OR;13/01/2020;64.548.290/0001-95;0,0;5310,5;5310,5;5310,5;3.3.90.30.21;000095/19;PREGÃO PRESENCIAL;2020;5310,5
560,0;OR;13/01/2020;64.857.204/0001-26;0,0;690,0;690,0;690,0;3.3.90.30.39;000089/19;PREGÃO PRESENCIAL;2020;690,0
561,0;OR;13/01/2020;64.857.204/0001-26;0,0;2345,0;2345,0;2345,0;3.3.90.30.39;000089/19;PREGÃO PRESENCIAL;2020;2345,0
562,0;OR;13/01/2020;64.857.204/0001-26;0,0;6095,0;6095,0;6095,0;3.3.90.30.39;000089/19;PREGÃO PRESENCIAL;2020;6095,0
564,0;OR;13/01/2020;21.922.507/0001-72;0,0;4026,0;4026,0;4026,0;3.3.90.46.01;000070/19;PREGÃO PRESENCIAL;2020;4026,0
565,0;OR;13/01/2020;33.315.644/0001-28;0,0;2592,0;2592,0;2592,0;3.3.90.30.09;000052/19;PREGÃO PRESENCIAL;2020;2592,0
566,0;OR;13/01/2020;21.922.507/0001-72;0,0;1281,0;1281,0;1281,0;3.3.90.46.01;000070/19;PREGÃO PRESENCIAL;2020;1281,0
567,0;OR;13/01/2020;21.922.507/0001-72;0,0;457,0;457,0;457,0;3.3.90.46.01;000070/19;PREGÃO PRESENCIAL;2020;457,0
568,0;OR;13/01/2020;21.922.507/0001-72;0,0;1098,0;1098,0;1098,0;3.3.90.46.01;000070/19;PREGÃO PRESENCIAL;2020;1098,0
569,0;OR;13/01/2020;21.922.507/0001-72;0,0;5764,5;5764,5;5764,5;3.3.90.46.01;000070/19;PREGÃO PRESENCIAL;2020;5764,5
570,0;OR;13/01/2020;21.922.507/0001-72;0,0;6222,0;6222,0;6222,0;3.3.90.46.01;000070/19;PREGÃO PRESENCIAL;2020;6222,0
571,0;OR;13/01/2020;21.922.507/0001-72;0,0;8052,0;8052,0;8052,0;3.3.90.46.01;000070/19;PREGÃO PRESENCIAL;2020;8052,0
573,0;OR;13/01/2020;21.922.507/0001-72;0,0;2562,0;2562,0;2562,0;3.3.90.46.01;000070/19;PREGÃO PRESENCIAL;2020;2562,0
574,0;OR;13/01/2020;21.922.507/0001-72;0,0;1464,0;1464,0;1464,0;3.3.90.46.01;000070/19;PREGÃO PRESENCIAL;2020;1464,0
575,0;OR;13/01/2020;04.258.957/0001-93;0,0;3600,0;3600,0;3600,0;3.3.90.35.01;000011/19;MAT / SERV - CONVITE;2020;3600,0
576,0;OR;13/01/2020;21.922.507/0001-72;0,0;1372,5;1372,5;1372,5;3.3.90.46.01;000070/19;PREGÃO PRESENCIAL;2020;1372,5
577,0;OR;13/01/2020;21.922.507/0001-72;0,0;366,0;366,0;366,0;3.3.90.46.01;000070/19;PREGÃO PRESENCIAL;2020;366,0
578,0;OR;13/01/2020;21.922.507/0001-72;0,0;12627,0;12627,0;12627,0;3.3.90.46.01;000070/19;PREGÃO PRESENCIAL;2020;12627,0
579,0;OR;13/01/2020;21.922.507/0001-72;0,0;915,0;915,0;915,0;3.3.90.46.01;000070/19;PREGÃO PRESENCIAL;2020;915,0
580,0;OR;13/01/2020;21.922.507/0001-72;0,0;7045,5;7045,5;7045,5;3.3.90.46.01;000070/19;PREGÃO PRESENCIAL;2020;7045,5
581,0;OR;13/01/2020;21.922.507/0001-72;0,0;183,0;183,0;183,0;3.3.90.46.01;000070/19;PREGÃO PRESENCIAL;2020;183,0
582,0;OR;13/01/2020;21.922.507/0001-72;0,0;732,0;732,0;732,0;3.3.90.46.01;000070/19;PREGÃO PRESENCIAL;2020;732,0
583,0;OR;13/01/2020;21.922.507/0001-72;0,0;183,0;183,0;183,0;3.3.90.46.01;000070/19;PREGÃO PRESENCIAL;2020;183,0
584,0;OR;13/01/2020;21.922.507/0001-72;0,0;4758,0;4758,0;4758,0;3.3.90.46.01;000070/19;PREGÃO PRESENCIAL;2020;4758,0
585,0;OR;13/01/2020;21.922.507/0001-72;0,0;183,0;183,0;183,0;3.3.90.46.01;000070/19;PREGÃO PRESENCIAL;2020;183,0
586,0;OR;13/01/2020;21.922.507/0001-72;0,0;1006,5;1006,5;1006,5;3.3.90.46.01;000070/19;PREGÃO PRESENCIAL;2020;1006,5
587,0;OR;13/01/2020;21.922.507/0001-72;0,0;4758,0;4758,0;4758,0;3.3.90.46.01;000070/19;PREGÃO PRESENCIAL;2020;4758,0
588,0;OR;13/01/2020;21.922.507/0001-72;0,0;183,0;183,0;183,0;3.3.90.46.01;000070/19;PREGÃO PRESENCIAL;2020;183,0
589,0;OR;13/01/2020;21.922.507/0001-72;0,0;1098,0;1098,0;1098,0;3.3.90.46.01;000070/19;PREGÃO PRESENCIAL;2020;1098,0
590,0;OR;13/01/2020;21.922.507/0001-72;0,0;366,0;366,0;366,0;3.3.90.46.01;000070/19;PREGÃO PRESENCIAL;2020;366,0
591,0;OR;13/01/2020;21.922.507/0001-72;0,0;3019,5;3019,5;3019,5;3.3.90.46.01;000070/19;PREGÃO PRESENCIAL;2020;3019,5
592,0;OR;13/01/2020;21.922.507/0001-72;0,0;183,0;183,0;183,0;3.3.90.46.01;000070/19;PREGÃO PRESENCIAL;2020;183,0
593,0;OR;13/01/2020;21.922.507/0001-72;0,0;2013,0;2013,0;2013,0;3.3.90.46.01;000070/19;PREGÃO PRESENCIAL;2020;2013,0
594,0;OR;13/01/2020;21.922.507/0001-72;0,0;1281,0;1281,0;1281,0;3.3.90.46.01;000070/19;PREGÃO PRESENCIAL;2020;1281,0
595,0;OR;13/01/2020;21.922.507/0001-72;0,0;732,0;732,0;732,0;3.3.90.46.01;000070/19;PREGÃO PRESENCIAL;2020;732,0
596,0;OR;13/01/2020;21.922.507/0001-72;0,0;2379,0;2379,0;2379,0;3.3.90.46.01;000070/19;PREGÃO PRESENCIAL;2020;2379,0
597,0;OR;13/01/2020;21.922.507/0001-72;0,0;732,0;732,0;732,0;3.3.90.46.01;000070/19;PREGÃO PRESENCIAL;2020;732,0
598,0;OR;13/01/2020;21.922.507/0001-72;0,0;3294,0;3294,0;3294,0;3.3.90.46.01;000070/19;PREGÃO PRESENCIAL;2020;3294,0
599,0;OR;13/01/2020;21.922.507/0001-72;0,0;1006,5;1006,5;1006,5;3.3.90.46.01;000070/19;PREGÃO PRESENCIAL;2020;1006,5
600,0;OR;13/01/2020;21.922.507/0001-72;0,0;366,0;366,0;366,0;3.3.90.46.01;000070/19;PREGÃO PRESENCIAL;2020;366,0
601,0;OR;13/01/2020;21.922.507/0001-72;0,0;6039,5;6039,5;6039,5;3.3.90.46.01;000070/19;PREGÃO PRESENCIAL;2020;6039,5
612,0;OR;14/01/2020;64.857.204/0001-26;0,0;2465,0;2465,0;2465,0;3.3.90.30.39;000089/19;PREGÃO PRESENCIAL;2020;2465,0
613,0;OR;14/01/2020;64.857.204/0001-26;0,0;2150,0;2150,0;2150,0;3.3.90.30.39;000089/19;PREGÃO PRESENCIAL;2020;2150,0
614,0;OR;14/01/2020;64.857.204/0001-26;0,0;1870,0;1870,0;1870,0;3.3.90.30.39;000089/19;PREGÃO PRESENCIAL;2020;1870,0
615,0;OR;14/01/2020;64.857.204/0001-26;0,0;200,0;200,0;200,0;3.3.90.30.39;000089/19;PREGÃO PRESENCIAL;2020;200,0
617,0;OR;14/01/2020;14.842.543/0001-60;0,0;163,56;163,56;163,56;3.3.90.30.07;000097/19;PREGÃO PRESENCIAL;2020;163,56
619,0;GL;14/01/2020;10.558.895/0001-38;-6992,99;245850,0;238857,01;238857,01;4.4.90.51.91;000059/19;OBRA TOMADA;2020;252842,99
619,0;AN;31/12/2020;10.558.895/0001-38;245850,0;-6992,99;0,0;0,0;4.4.90.51.91;000059/19;OBRA TOMADA;2020;-252842,99
620,0;OR;14/01/2020;14.842.543/0001-60;0,0;53,44;53,44;53,44;3.3.90.30.01;000092/19;PREGÃO PRESENCIAL;2020;53,44
621,0;GL;14/01/2020;10.558.895/0001-38;-110991,34;147363,16;36371,82;36371,82;4.4.90.51.91;000059/19;OBRA TOMADA;2020;258354,5
621,0;AN;31/12/2020;10.558.895/0001-38;147363,16;-110991,34;0,0;0,0;4.4.90.51.91;000059/19;OBRA TOMADA;2020;-258354,5
623,0;OR;14/01/2020;64.857.204/0001-26;0,0;580,0;580,0;580,0;3.3.90.30.39;000089/19;PREGÃO PRESENCIAL;2020;580,0
626,0;OR;14/01/2020;64.857.204/0001-26;0,0;2362,0;2362,0;2362,0;3.3.90.30.39;000089/19;PREGÃO PRESENCIAL;2020;2362,0
627,0;OR;14/01/2020;64.857.204/0001-26;0,0;1020,0;1020,0;1020,0;3.3.90.30.39;000089/19;PREGÃO PRESENCIAL;2020;1020,0
702,0;OR;14/01/2020;02.558.157/0001-62;0,0;76,94;76,94;76,94;3.3.90.40.24;000101/17;PREGÃO PRESENCIAL;2020;76,94
703,0;OR;14/01/2020;02.558.157/0001-62;0,0;257,09;257,09;257,09;3.3.90.40.24;000101/17;PREGÃO PRESENCIAL;2020;257,09
704,0;OR;14/01/2020;02.558.157/0001-62;0,0;271,74;271,74;271,74;3.3.90.40.24;000101/17;PREGÃO PRESENCIAL;2020;271,74
705,0;OR;14/01/2020;02.558.157/0001-62;0,0;59,62;59,62;59,62;3.3.90.40.24;000101/17;PREGÃO PRESENCIAL;2020;59,62
706,0;OR;14/01/2020;02.558.157/0001-62;0,0;296,9;296,9;296,9;3.3.90.40.24;000101/17;PREGÃO PRESENCIAL;2020;296,9
707,0;OR;14/01/2020;02.558.157/0001-62;0,0;174,71;174,71;174,71;3.3.90.40.24;000101/17;PREGÃO PRESENCIAL;2020;174,71
708,0;OR;14/01/2020;02.558.157/0001-62;0,0;255,04;255,04;255,04;3.3.90.40.24;000101/17;PREGÃO PRESENCIAL;2020;255,04
709,0;OR;14/01/2020;02.558.157/0001-62;0,0;206,07;206,07;206,07;3.3.90.40.24;000101/17;PREGÃO PRESENCIAL;2020;206,07
710,0;OR;14/01/2020;02.558.157/0001-62;0,0;219,13;219,13;219,13;3.3.90.40.24;000101/17;PREGÃO PRESENCIAL;2020;219,13
711,0;OR;14/01/2020;02.558.157/0001-62;0,0;105,75;105,75;105,75;3.3.90.40.24;000101/17;PREGÃO PRESENCIAL;2020;105,75
715,0;OR;14/01/2020;02.558.157/0001-62;0,0;127,06;127,06;127,06;3.3.90.40.24;000101/17;PREGÃO PRESENCIAL;2020;127,06
717,0;OR;14/01/2020;02.558.157/0001-62;0,0;126,21;126,21;126,21;3.3.90.40.24;000101/17;PREGÃO PRESENCIAL;2020;126,21
718,0;OR;14/01/2020;02.558.157/0001-62;0,0;617,84;617,84;617,84;3.3.90.40.24;000101/17;PREGÃO PRESENCIAL;2020;617,84
719,0;OR;14/01/2020;02.558.157/0001-62;0,0;59,6;59,6;59,6;3.3.90.39.58;000101/17;PREGÃO PRESENCIAL;2020;59,6
720,0;OR;14/01/2020;02.558.157/0001-62;0,0;236,43;236,43;236,43;3.3.90.40.24;000101/17;PREGÃO PRESENCIAL;2020;236,43
721,0;OR;14/01/2020;02.558.157/0001-62;0,0;59,6;59,6;59,6;3.3.90.40.24;000101/17;PREGÃO PRESENCIAL;2020;59,6
722,0;OR;14/01/2020;02.558.157/0001-62;0,0;219,05;219,05;219,05;3.3.90.40.24;000101/17;PREGÃO PRESENCIAL;2020;219,05
724,0;OR;14/01/2020;02.558.157/0001-62;0,0;204,98;204,98;204,98;3.3.90.39.58;000101/17;PREGÃO PRESENCIAL;2020;204,98
728,0;OR;14/01/2020;02.558.157/0001-62;0,0;59,6;59,6;59,6;3.3.90.39.58;000101/17;PREGÃO PRESENCIAL;2020;59,6
732,0;OR;14/01/2020;02.558.157/0001-62;0,0;114,18;114,18;114,18;3.3.90.40.24;000101/17;PREGÃO PRESENCIAL;2020;114,18
736,0;OR;14/01/2020;02.558.157/0001-62;0,0;143,89;143,89;143,89;3.3.90.40.24;000101/17;PREGÃO PRESENCIAL;2020;143,89
754,0;OR;15/01/2020;05.006.683/0001-08;0,0;780,77;780,77;780,77;3.3.90.30.22;000111/18;PREGÃO PRESENCIAL;2020;780,77
755,0;OR;15/01/2020;05.006.683/0001-08;0,0;2420,28;2420,28;2420,28;3.3.90.30.22;000111/18;PREGÃO PRESENCIAL;2020;2420,28
756,0;OR;15/01/2020;33.942.849/0001-33;0,0;5326,0;5326,0;5326,0;3.3.90.30.39;000091/19;MAT / SERV - CONVITE;2020;5326,0
757,0;GL;15/01/2020;27.209.601/0001-65;0,0;86666,76;86666,76;86666,76;3.3.90.39.79;000010/17;MAT / SERV - CONVITE;2020;86666,76
758,0;OR;15/01/2020;64.857.204/0001-26;0,0;790,0;790,0;790,0;3.3.90.30.39;000089/19;PREGÃO PRESENCIAL;2020;790,0
759,0;GL;15/01/2020;24.915.651/0001-70;-5000,0;30000,0;25000,0;20000,0;3.3.90.39.99;000099/17;PREGÃO PRESENCIAL;2020;35000,0
759,0;AN;31/12/2020;24.915.651/0001-70;30000,0;-5000,0;0,0;0,0;3.3.90.39.99;000099/17;PREGÃO PRESENCIAL;2020;-35000,0
760,0;GL;15/01/2020;24.915.651/0001-70;-5000,0;30000,0;25000,0;25000,0;3.3.90.40.16;000099/17;PREGÃO PRESENCIAL;2020;35000,0
760,0;AN;31/12/2020;24.915.651/0001-70;30000,0;-5000,0;0,0;0,0;3.3.90.40.16;000099/17;PREGÃO PRESENCIAL;2020;-35000,0
761,0;OR;15/01/2020;09.419.167/0001-66;0,0;3125,0;3125,0;3125,0;3.3.90.39.20;000087/19;PREGÃO PRESENCIAL;2020;3125,0
762,0;OR;15/01/2020;96.645.353/0001-18;0,0;400,02;400,02;400,02;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;400,02
763,0;GL;15/01/2020;24.915.651/0001-70;-5000,0;30000,0;25000,0;25000,0;3.3.90.40.16;000099/17;PREGÃO PRESENCIAL;2020;35000,0
763,0;AN;31/12/2020;24.915.651/0001-70;30000,0;-5000,0;0,0;0,0;3.3.90.40.16;000099/17;PREGÃO PRESENCIAL;2020;-35000,0
764,0;OR;15/01/2020;04.512.396/0001-07;0,0;340,0;340,0;340,0;3.3.90.30.36;000072/17;PREGÃO PRESENCIAL;2020;340,0
765,0;OR;15/01/2020;96.645.353/0001-18;0,0;101,72;101,72;101,72;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;101,72
766,0;OR;15/01/2020;96.645.353/0001-18;0,0;868,8;868,8;868,8;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;868,8
767,0;GL;15/01/2020;18.595.011/0001-27;0,0;10800,0;10800,0;7200,0;3.3.90.40.16;000123/17;PREGÃO PRESENCIAL;2020;10800,0
768,0;OR;15/01/2020;96.645.353/0001-18;0,0;282,26;282,26;282,26;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;282,26
769,0;GL;15/01/2020;18.595.011/0001-27;0,0;10800,0;10800,0;7200,0;3.3.90.40.16;000123/17;PREGÃO PRESENCIAL;2020;10800,0
770,0;OR;15/01/2020;96.645.353/0001-18;0,0;1016,67;1016,67;1016,67;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;1016,67
771,0;OR;15/01/2020;96.645.353/0001-18;0,0;924,49;924,49;924,49;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;924,49
772,0;OR;15/01/2020;96.645.353/0001-18;0,0;551,84;551,84;551,84;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;551,84
773,0;OR;15/01/2020;96.645.353/0001-18;0,0;590,98;590,98;590,98;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;590,98
774,0;OR;15/01/2020;96.645.353/0001-18;0,0;1176,43;1176,43;1176,43;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;1176,43
776,0;OR;15/01/2020;96.645.353/0001-18;0,0;599,59;599,59;599,59;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;599,59
780,0;OR;15/01/2020;96.645.353/0001-18;0,0;217,84;217,84;217,84;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;217,84
783,0;OR;15/01/2020;96.645.353/0001-18;0,0;135,55;135,55;135,55;3.3.90.30.01;000060/19;PREGÃO PRESENCIAL;2020;135,55
788,0;OR;15/01/2020;05.006.683/0001-08;0,0;325,01;325,01;325,01;3.3.90.30.22;000111/18;PREGÃO PRESENCIAL;2020;325,01
789,0;OR;15/01/2020;05.006.683/0001-08;0,0;829,0;829,0;829,0;3.3.90.30.22;000111/18;PREGÃO PRESENCIAL;2020;829,0
792,0;OR;15/01/2020;05.006.683/0001-08;0,0;1075,05;1075,05;1075,05;3.3.90.30.22;000111/18;PREGÃO PRESENCIAL;2020;1075,05
794,0;OR;15/01/2020;05.006.683/0001-08;0,0;1097,3;1097,3;1097,3;3.3.90.30.22;000111/18;PREGÃO PRESENCIAL;2020;1097,3
795,0;OR;15/01/2020;05.006.683/0001-08;0,0;431,39;431,39;431,39;3.3.90.30.22;000111/18;PREGÃO PRESENCIAL;2020;431,39
796,0;OR;15/01/2020;21.129.497/0001-12;0,0;660,0;660,0;660,0;3.3.90.39.79;000082/17;DISPENSA;2020;660,0
797,0;OR;15/01/2020;33.942.849/0001-33;0,0;2380,0;2380,0;2380,0;3.3.90.39.19;000091/19;MAT / SERV - CONVITE;2020;2380,0
798,0;OR;15/01/2020;33.942.849/0001-33;0,0;990,0;990,0;990,0;3.3.90.39.19;000091/19;MAT / SERV - CONVITE;2020;990,0
799,0;OR;15/01/2020;33.942.849/0001-33;0,0;8500,0;8500,0;8500,0;3.3.90.39.19;000091/19;MAT / SERV - CONVITE;2020;8500,0
800,0;OR;15/01/2020;18.947.544/0001-20;-7500,0;7500,0;0,0;0,0;3.3.90.39.78;000038/17;MAT / SERV - CONVITE;2020;15000,0
800,0;AN;21/01/2020;18.947.544/0001-20;7500,0;-7500,0;0,0;0,0;3.3.90.39.78;000038/17;MAT / SERV - CONVITE;2020;-15000,0
801,0;OR;15/01/2020;33.942.849/0001-33;0,0;6227,5;6227,5;6227,5;3.3.90.30.39;000091/19;MAT / SERV - CONVITE;2020;6227,5
803,0;OR;15/01/2020;33.942.849/0001-33;0,0;2803,76;2803,76;2803,76;3.3.90.30.39;000091/19;MAT / SERV - CONVITE;2020;2803,76
805,0;OR;15/01/2020;02.558.157/0001-62;0,0;794,74;794,74;794,74;3.3.90.40.24;000100/17;PREGÃO PRESENCIAL;2020;794,74
806,0;OR;15/01/2020;13.180.111/0001-79;0,0;1807,5;1807,5;1807,5;3.3.90.30.16;000100/19;PREGÃO PRESENCIAL;2020;1807,5
807,0;GL;15/01/2020;13.319.270/0001-01;-21469,24;113742,22;92272,98;92272,98;4.4.90.51.91;000090/19;OBRA TOMADA;2020;135211,46
807,0;AN;31/12/2020;13.319.270/0001-01;113742,22;-21469,24;0,0;0,0;4.4.90.51.91;000090/19;OBRA TOMADA;2020;-135211,46
808,0;GL;15/01/2020;13.319.270/0001-01;-111,58;9257,28;9145,7;9145,7;4.4.90.51.91;000090/19;OBRA TOMADA;2020;9368,86
808,0;AN;31/12/2020;13.319.270/0001-01;9257,28;-111,58;0,0;0,0;4.4.90.51.91;000090/19;OBRA TOMADA;2020;-9368,86
816,0;OR;16/01/2020;04.512.396/0001-07;0,0;170,0;170,0;170,0;3.3.90.30.36;000072/17;PREGÃO PRESENCIAL;2020;170,0
817,0;OR;16/01/2020;14.842.543/0001-60;0,0;53,44;53,44;53,44;3.3.90.30.04;000092/19;PREGÃO PRESENCIAL;2020;53,44
819,0;OR;16/01/2020;48.066.047/0001-84;0,0;322,66;322,66;322,66;3.3.90.39.90;      /;DISPENSA;2020;322,66
825,0;OR;16/01/2020;13.319.270/0001-01;0,0;480,0;480,0;480,0;3.3.90.39.78;000039/19;MAT / SERV - CONVITE;2020;480,0
